AirportName,CreateDate,RunwayNumber,RunwayLength,RunwayWidth,RunwaySurface,Designator,Id
LITTLE MOUNTAIN,2008-04-30 14:24:00,03/21,3003,40,Asphalt,6NC1,14522
LITTLEFIELD MUNI,2008-04-30 14:24:00,01/19,4028,60,Asphalt,KLIU,14523
Lladurs,2008-04-30 14:24:00,17/35,2668,100,Dirt,LE06,14524
Loblolly Landings,2008-04-30 14:24:00,14/32,3402,100,Turf or Grass,MD81,14525
Logue,2008-04-30 14:24:00,18/36,1401,100,Turf or Grass,PA45,14526
LOMPOC,2008-04-30 14:24:00,07/25,4589,100,Asphalt,KLPC,14527
Lone Pine Flying Ranch,2008-04-30 14:24:00,36/18,2642,200,Turf or Grass,WY64,14528
LONESOME PINE,2008-04-30 14:24:00,06/24,5274,100,Asphalt,KLNP,14529
Long Island Mac Arthur,2008-04-30 14:24:00,06/24,7001,150,Asphalt,KISP,14530
Longhorn Field,2008-04-30 14:24:00,03/21,750,30,Turf or Grass,75OK,14531
LORAIN CO RGNL,2008-04-30 14:24:00,07/25,4991,100,Asphalt,KLPR,14532
LOS BANOS MUNI,2008-04-30 14:24:00,14/32,3009,75,Asphalt,KLSN,14533
Lost Creek,2008-04-30 14:24:00,16/34,2265,30,Turf or Grass,5Y4,14534
Lost River 2,2008-04-30 14:24:00,17/35,3122,150,Gravel,Z04,14535
LOUIS TRICHARDT,2008-04-30 14:24:00,10/28,3966,59,Asphalt,FALO,14536
Lower Loon Creek,2008-04-30 14:24:00,13/31,1101,75,Turf or Grass,ID67,14537
Loxahatchee,2008-04-30 14:24:00,12/30,1801,100,Turf or Grass,7FD6,14538
LUANDA 4 DE FEVEREIRO,2008-04-30 14:24:00,07/25,8173,197,Asphalt,FNLU,14539
Luban (UFM),2008-04-30 14:24:00,34/16,1601,69,Gravel,WZ91,14540
LUBANG,2008-04-30 14:24:00,07/25,4128,100,Asphalt,RPLU,14541
LUBANGO,2008-04-30 14:24:00,10/28,9636,148,Asphalt,FNUB,14542
LUBBOCK PRESTON SMITH INTL,2008-04-30 14:24:00,17R/35L,11527,150,Concrete,KLBB,14543
LUBBOCK PRESTON SMITH INTL,2008-04-30 14:24:00,17L/35R,2898,75,Asphalt,KLBB,14544
Lubeck Blankensee,2008-04-30 14:24:00,07/25,6875,197,Asphalt,EDHL,14545
Lubuk Linggau Silampari,2008-04-30 14:24:00,02/20,3044,65,Asphalt,WIKL,14546
Lucas,2008-04-30 14:24:00,17/35,2902,70,Asphalt,38K,14547
Lucas,2008-04-30 14:24:00,17/35,2642,50,Gravel,38K,14548
LUCAS FLD,2008-04-30 14:24:00,09/27,5475,100,Concrete,79KY,14549
Lucca Tassignano,2008-04-30 14:24:00,10/28,2988,60,Asphalt,LIQL,14550
LUCE CO,2008-04-30 14:24:00,04/22,2916,150,Turf or Grass,KERY,14551
Lucin,2008-04-30 14:24:00,07/25,4003,30,Dirt,39U,14552
Lucky Field,2008-04-30 14:24:00,09/27,1551,100,Turf or Grass,4J9,14553
Lucky G,2008-04-30 14:24:00,17/35,1801,50,Turf or Grass,4TA5,14554
Lucky Lake,2008-04-30 14:24:00,08/26,3063,75,Asphalt,CKQ5,14555
LUDERITZ,2008-04-30 14:24:00,12/30,3939,98,Gravel,FYLZ,14556
LUDHIANA,2008-04-30 14:24:00,12/30,4783,98,Asphalt,VILD,14557
LUENA,2008-04-30 14:24:00,11/29,7887,130,Asphalt,FNUE,14558
LUGANO,2008-04-30 14:24:00,01/19,4429,98,Asphalt,LSZA,14559
LUGOVOY,2008-04-30 14:24:00,08L/26R,9817,148,Concrete,UA36,14560
LUIS EDUARDO MAGALHAES,2008-04-30 14:24:00,10/28,4565,98,Asphalt,SSQZ,14561
Lukachukai,2008-04-30 14:24:00,12/30,3352,75,Dirt,90V,14562
Luke,2008-04-30 14:24:00,36/18,1501,30,Turf or Grass,3NY5,14563
LUKE AFB,2008-04-30 14:24:00,03L/21R,10016,150,Asphalt,KLUF,14564
Lulea Kallax,2008-04-30 14:24:00,14/32,10953,148,Asphalt,ESPA,14565
Lumber Jack Field,2008-04-30 14:24:00,10/28,2251,150,Turf or Grass,13MA,14566
Lumberton,2008-04-30 14:24:00,01/19,2802,32,Concrete,OH77,14567
LUMBERTON MUNI,2008-04-30 14:24:00,05/23,5510,150,Asphalt,KLBT,14568
LUMBERTON MUNI,2008-04-30 14:24:00,01/19,4986,150,Asphalt,KLBT,14569
Lumbis,2008-04-30 14:24:00,09/27,1477,75,Dirt,WZ94,14570
LUMBO,2008-04-30 14:24:00,01/19,4942,98,Asphalt,FQLU,14571
Lumi,2008-04-30 14:24:00,27/09,2512,100,Dirt,LMI,14572
Lumid Pau,2008-04-30 14:24:00,12/30,4003,57,Concrete,SYLP,14573
Lumo (CAMA),2008-04-30 14:24:00,06/24,1201,89,Turf or Grass,WZ95,14574
LUMPKIN CO WIMPYS,2008-04-30 14:24:00,15/33,3095,50,Asphalt,9A0,14575
Lumsden (Colhoun),2008-04-30 14:24:00,15/33,3702,40,Turf or Grass,CKH8,14576
Lumsden (Metz),2008-04-30 14:24:00,08/26,2662,65,Dirt,CKR5,14577
Luna Landing,2008-04-30 14:24:00,08/26,2602,100,Gravel,NM26,14578
Lund,2008-04-30 14:24:00,09/27,1923,200,Turf or Grass,LL78,14579
LUNENBURG CO,2008-04-30 14:24:00,02/20,2999,50,Asphalt,W31,14580
LUOGANG,2008-04-30 14:24:00,14/32,9850,164,Concrete,ZSOF,14581
LUSAKA INTL,2008-04-30 14:24:00,10/28,12946,150,Asphalt,FLLS,14582
LUSAKA INTL,2008-04-30 14:24:00,15/33,2701,100,Turf or Grass,FLLS,14583
Luscombe Acres,2008-04-30 14:24:00,14/32,2852,90,Turf or Grass,6XS2,14584
LUSK MUNI,2008-04-30 14:24:00,10/28,5046,75,Asphalt,KLSK,14585
Luther,2008-04-30 14:24:00,17/35,1061,90,Turf or Grass,1D5,14586
Luxeuil St Sauveur AB,2008-04-30 14:24:00,04/22,7621,118,Asphalt,LFSX,14587
LUZAMBA,2008-04-30 14:24:00,04/22,4951,66,Asphalt,FNLZ,14588
Luzern Emmen,2008-04-30 14:24:00,H1,60,60,Concrete,LSME,14589
Lyall-Roberts,2008-04-30 14:24:00,04/22,1701,50,Asphalt,00L,14590
Lyda Ranch Airstrip,2008-04-30 14:24:00,03/21,2001,60,Gravel,68OR,14591
LYDD,2008-04-30 14:24:00,03/21,4815,121,Asphalt,EGMD,14592
Lydenburg,2008-04-30 14:24:00,22/04,4465,150,Turf or Grass,FALL,14593
Lykes Brighton,2008-04-30 14:24:00,18/36,3402,70,Turf or Grass,8FD5,14594
Lykes Palmdale,2008-04-30 14:24:00,09/27,2151,85,Turf or Grass,46X,14595
LYNCHBURG RGNL PRESTON GLENN FLD,2008-04-30 14:24:00,04/22,5804,150,Asphalt,KLYH,14596
Lyneham,2008-04-30 14:24:00,06/24,7805,150,Asphalt,EGDL,14597
LYNN LAKE,2008-04-30 14:24:00,08/26,2512,80,Gravel,CYYL,14598
Lyon,2008-04-30 14:24:00,18/36,2402,115,Turf or Grass,LA38,14599
Lyon Brindas,2008-04-30 14:24:00,01/19,1427,197,Turf or Grass,LFKL,14600
Lyon Bron,2008-04-30 14:24:00,16/34,5970,148,Asphalt,LFLY,14601
Lyon Corbas,2008-04-30 14:24:00,19L/01R,2906,279,Turf or Grass,LFHJ,14602
Lyon Corbas,2008-04-30 14:24:00,36L/18R,2904,328,Turf or Grass,LFHJ,14603
Lyon Corbas,2008-04-30 14:24:00,36R/18L,2904,279,Turf or Grass,LFHJ,14604
Lyon Saint Exupery,2008-04-30 14:24:00,18R/36L,13131,148,Asphalt,LFLL,14605
Lyons Airpark,2008-04-30 14:24:00,08/26,2702,100,Turf or Grass,74A,14606
LYONS RICE CO MUNI,2008-04-30 14:24:00,17L/35R,2533,150,Turf or Grass,KLYO,14607
Lytleville Orchard,2008-04-30 14:24:00,08/26,2101,70,Turf or Grass,9IS9,14608
M & M Land Company,2008-04-30 14:24:00,13/31,2201,160,Turf or Grass,TE15,14609
M C J V S,2008-04-30 14:24:00,02/20,2101,50,Turf or Grass,OH51,14610
M GRAHAM CLARK TANEY CO,2008-04-30 14:24:00,11/29,3734,100,Asphalt,KPLK,14611
M Heart Ranch,2008-04-30 14:24:00,08/26,2602,50,Turf or Grass,73ND,14612
M. Bodvig Airstrip,2008-04-30 14:24:00,12/30,2101,40,Turf or Grass,NA71,14613
M.R.P. Airpark,2008-04-30 14:24:00,01/19,2201,75,Turf or Grass,MD72,14614
MAASIN,2008-04-30 14:24:00,16/34,3662,98,Concrete,RPSM,14615
Maastricht,2008-04-30 14:24:00,03/21,8197,148,Asphalt,EHBK,14616
MABEE RANCH,2008-04-30 14:24:00,06/24,4049,30,Asphalt,7TX5,14617
Mabel Creek Station,2008-04-30 14:24:00,21/03,3709,150,Dirt,YMAK,14618
Mabel Creek Station,2008-04-30 14:24:00,25/07,2652,150,Dirt,YMAK,14619
Mac-Ivor & Friends Airstrip,2008-04-30 14:24:00,09/27,2301,50,Turf or Grass,5X6,14620
MACAE,2008-04-30 14:24:00,06/24,3972,98,Asphalt,SBME,14621
MACAUBAS,2008-04-30 14:24:00,12/30,4326,62,Asphalt,SNMC,14622
MACDILL AFB,2008-04-30 14:24:00,04/22,11433,151,Asphalt,KMCF,14623
MACDILL AFB AUX FLD,2008-04-30 14:24:00,14/32,5388,150,Asphalt,KAGR,14624
Mack Lamar,2008-04-30 14:24:00,14/32,1401,50,Turf or Grass,86W,14625
MACKALL AAF,2008-04-30 14:24:00,16/34,4871,150,Concrete,KHFF,14626
Mackay,2008-04-30 14:24:00,14/32,6521,148,Asphalt,U62,14627
MACKENZIE,2008-04-30 14:24:00,16/34,4992,100,Asphalt,CYZY,14628
MACKINAC CO,2008-04-30 14:24:00,07/25,3790,75,Concrete,83D,14629
MACKINAC ISLAND,2008-04-30 14:24:00,08/26,3491,75,Asphalt,KMCD,14630
Macks Field,2008-04-30 14:24:00,01/19,3002,75,Turf or Grass,2GA4,14631
Macomb,2008-04-30 14:24:00,18/36,2201,130,Asphalt,57D,14632
MACOMB MUNI,2008-04-30 14:24:00,09/27,5087,100,Asphalt,KMQB,14633
Macon Charnay,2008-04-30 14:24:00,17/35,4035,79,Asphalt,LFLM,14634
MACON CO,2008-04-30 14:24:00,07/25,4392,75,Asphalt,1A5,14635
MACON DOWNTOWN,2008-04-30 14:24:00,15/33,3632,75,Asphalt,KMAC,14636
Macs Field,2008-04-30 14:24:00,08/26,2001,100,Turf or Grass,78FD,14637
Macs Field,2008-04-30 14:24:00,18/36,3502,100,Turf or Grass,78FD,14638
Macy Ranch,2008-04-30 14:24:00,03/21,2752,125,Turf or Grass,9XS3,14639
MAD JUMA,2008-04-30 14:24:00,08/26,7862,205,Dirt,OP13,14640
Mad River Fly-In,2008-04-30 14:24:00,13/31,1001,300,Turf or Grass,VT29,14641
MAD RIVER INC,2008-04-30 14:24:00,09/27,3552,110,Turf or Grass,I54,14642
Madang,2008-04-30 14:24:00,07/25,5170,105,Asphalt,AYMD,14643
MADELINE ISLAND,2008-04-30 14:24:00,04/22,2997,75,Asphalt,4R5,14644
MADERA MUNI,2008-04-30 14:24:00,07/25,3693,150,Asphalt,KMAE,14645
MADILL MUNI,2008-04-30 14:24:00,18/36,3014,50,Asphalt,1F4,14646
MADISON CO,2008-04-30 14:24:00,09/27,3991,75,Asphalt,KUYF,14647
Madison County,2008-04-30 14:24:00,09/27,2642,100,Turf or Grass,99FL,14648
MADISON MUNI,2008-04-30 14:24:00,15/33,5000,75,Asphalt,KIMS,14649
MADISONVILLE MUNI,2008-04-30 14:24:00,18/36,3210,50,Asphalt,51R,14650
MADISONVILLE MUNI,2008-04-30 14:24:00,05/23,6046,75,Asphalt,51R,14651
Madiun Iswahyudi,2008-04-30 14:24:00,17L/35R,8491,92,Asphalt,WIAR,14652
Madrid - Barajas,2008-04-30 14:24:00,18R/36L,14290,197,Asphalt,LEMD,14653
Madrid - Barajas,2008-04-30 14:24:00,15L/33R,11481,197,Asphalt,LEMD,14654
LINDTORP,2008-04-30 14:24:00,07/25,3932,90,Asphalt,EKHO,14655
Linton On Ouse,2008-04-30 14:24:00,04/22,6000,150,Asphalt,EGXU,14656
Lisboa,2008-04-30 14:24:00,03/21,12514,148,Asphalt,LPPT,14657
Little River,2008-04-30 14:24:00,18/36,3502,100,Turf or Grass,FL10,14658
Lizard Island,2008-04-30 14:24:00,12/30,3039,49,Asphalt,YLZI,14659
Locarno,2008-04-30 14:24:00,08/26,2297,98,Asphalt,LSZL,14660
Lockhart,2008-04-30 14:24:00,03/21,1901,50,Gravel,2OR6,14661
LODI,2008-04-30 14:24:00,08/26,3081,42,Asphalt,1O3,14662
LOGANSPORT CASS CO,2008-04-30 14:24:00,09/27,4465,75,Asphalt,KGGP,14663
LONE PINE,2008-04-30 14:24:00,16/34,4052,60,Asphalt,O26,14664
LONE STAR STEEL CO,2008-04-30 14:24:00,13/31,5252,42,Concrete,4TE0,14665
Long Ranch,2008-04-30 14:24:00,10/28,1951,100,Gravel,0OR3,14666
Longreach,2008-04-30 14:24:00,04/22,6353,98,Asphalt,YLRE,14667
Lords Landing,2008-04-30 14:24:00,10/28,2402,80,Turf or Grass,99TN,14668
Los Alamitos AAF,2008-04-30 14:24:00,17/35,3102,150,Asphalt,KSLI,14669
LOS CHILES,2008-04-30 14:24:00,06/24,4234,49,Asphalt,MRLC,14670
LOS PERALES,2008-04-30 14:24:00,15/33,7257,98,Asphalt,SESV,14671
LOST MINE,2008-04-30 14:24:00,11/29,2995,48,Asphalt,MO56,14672
LOURDES DE BLANC SABLON,2008-04-30 14:24:00,05/23,4491,150,Asphalt,CYBX,14673
LOWCOUNTRY RGNL,2008-04-30 14:24:00,09/27,5397,150,Asphalt,KRBW,14674
Lucelia,2008-04-30 14:24:00,08/26,3938,56,Concrete,SDLC,14675
LUXOR INTL,2008-04-30 14:24:00,02/20,9871,148,Asphalt,HELX,14676
Luziania,2008-04-30 14:24:00,11/29,3931,66,Asphalt,SWUZ,14677
Lyons Landing,2008-04-30 14:24:00,09/27,1801,100,Turf or Grass,5GA2,14678
MAC CRENSHAW MEM,2008-04-30 14:24:00,14/32,5505,80,Asphalt,KPRN,14679
Mack Mesa,2008-04-30 14:24:00,07/25,2552,40,Gravel,0CO5,14680
Macomb,2008-04-30 14:24:00,09/27,2502,30,Asphalt,57D,14681
MACON DOWNTOWN,2008-04-30 14:24:00,10/28,4685,150,Asphalt,KMAC,14682
MACTAN CEBU INTL,2008-04-30 14:24:00,04/22,10883,148,Asphalt,RPVM,14683
MADISON MUNI,2008-04-30 14:24:00,14/32,3807,50,Asphalt,KIMS,14684
Madiun Iswahyudi,2008-04-30 14:24:00,17R/35L,10114,186,Asphalt,WIAR,14685
Madrigalego Burgos,2008-04-30 14:24:00,05/23,3052,107,Turf or Grass,LEMB,14686
Madsen,2008-04-30 14:24:00,09/27,2402,40,Turf or Grass,WY65,14687
MADURAI,2008-04-30 14:24:00,09/27,5991,148,Asphalt,VOMD,14688
Madya Raya (MAF),2008-04-30 14:24:00,10/28,1301,82,Turf or Grass,WZ96,14689
Mae Hong Son,2008-04-30 14:24:00,11/29,6553,95,Asphalt,VTCH,14690
Mae Hong Son,2008-04-30 14:24:00,H2,66,66,Concrete,VTCH,14691
Mafikeng,2008-04-30 14:24:00,04/22,15165,148,Asphalt,FAMM,14692
Magdalena,2008-04-30 14:24:00,02/20,5654,50,Dirt,SLMG,14693
Magdeburg,2008-04-30 14:24:00,09/27,3265,98,Asphalt,EDBM,14694
MAGDEBURG COCHSTEDT,2008-04-30 14:24:00,08/26,8177,148,Asphalt,EDBC,14695
MAGEE MUNI,2008-04-30 14:24:00,18/36,3112,50,Asphalt,17M,14696
Magic Reservoir,2008-04-30 14:24:00,09/27,1751,100,Turf or Grass,U93,14697
Magliocco,2008-04-30 14:24:00,05/23,8331,147,Asphalt,LICB,14698
Magliocco,2008-04-30 14:24:00,H1,112,111,Concrete,LICB,14699
MAGNITOGORSK,2008-04-30 14:24:00,01/19,10644,148,Concrete,USCM,14700
Magnolia,2008-04-30 14:24:00,04/22,3332,40,Asphalt,OH04,14701
MAGNOLIA MUNI,2008-04-30 14:24:00,18/36,4620,100,Asphalt,KAGO,14702
Magoda (CAMA),2008-04-30 14:24:00,04/22,1477,59,Gravel,WZ98,14703
MAGONG,2008-04-30 14:24:00,02/20,9841,148,Concrete,RCQC,14704
MAHANAIM I BEN YAAKOV,2008-04-30 14:24:00,05/23,3189,100,Asphalt,LLIB,14705
Mahdia,2008-04-30 14:24:00,17/35,3502,50,Concrete,SYMD,14706
Maheu,2008-04-30 14:24:00,18/36,2101,100,Turf or Grass,71B,14707
Mahlon Sweet Fld,2008-04-30 14:24:00,16R/34L,8015,150,Asphalt,KEUG,14708
Mahlon Sweet Fld,2008-04-30 14:24:00,03/21,5221,150,Asphalt,KEUG,14709
MAHMUDABAD,2008-04-30 14:24:00,12/30,4466,125,Dirt,OI13,14710
Mahnomen County,2008-04-30 14:24:00,16/34,3212,150,Turf or Grass,6MN5,14711
Mahoney Creek USFS,2008-04-30 14:24:00,03/21,2151,15,Dirt,0U3,14712
MAIDUGURI,2008-04-30 14:24:00,05/23,9863,197,Asphalt,DNMA,14713
Maine Prairie,2008-04-30 14:24:00,16/34,1951,50,Gravel,Q33,14714
MAINZ FINTHEN,2008-04-30 14:24:00,08/26,3223,72,Asphalt,EDFZ,14715
MAISA,2008-04-30 14:24:00,07/25,4943,66,Asphalt,SNOO,14716
Maitland,2008-04-30 14:24:00,05/23,3782,98,Asphalt,YMLD,14717
Maitland,2008-04-30 14:24:00,17/35,2496,109,Asphalt,YMLD,14718
MAJOR BRIGADEIRO DOORGAL BORGES,2008-04-30 14:24:00,18/36,5808,98,Asphalt,SBBQ,14719
Major Field,2008-04-30 14:24:00,09/27,2201,50,Turf or Grass,20NY,14720
MAJORS,2008-04-30 14:24:00,13/31,5028,150,Concrete,6CL0,14721
Majuba Power Station,2008-04-30 14:24:00,14/32,4913,49,Asphalt,FAMJ,14722
Makeeff,2008-04-30 14:24:00,09/27,2602,70,Turf or Grass,2ND2,14723
MAKEMO,2008-04-30 14:24:00,11/29,4926,98,Asphalt,NTGM,14724
Makhado AFB,2008-04-30 14:24:00,10L/28R,13290,90,Asphalt,FALM,14725
MAKOKOU,2008-04-30 14:24:00,06/24,5896,148,Asphalt,FOOK,14726
MAKURDI,2008-04-30 14:24:00,05/23,9807,164,Concrete,DNMK,14727
MALABO,2008-04-30 14:24:00,05/23,9639,151,Concrete,FGSL,14728
Malacca,2008-04-30 14:24:00,03/21,4521,121,Asphalt,WMKM,14729
MALAD CITY,2008-04-30 14:24:00,16/34,4965,60,Asphalt,KMLD,14730
Malaga,2008-04-30 14:24:00,14/32,10489,148,Asphalt,LEMG,14731
MALAKAL,2008-04-30 14:24:00,05/23,6571,125,Asphalt,HSSM,14732
Malamala,2008-04-30 14:24:00,16/34,4661,75,Asphalt,FAMD,14733
MALARGUE,2008-04-30 14:24:00,09/27,5716,66,Asphalt,SAMM,14734
MALBORK,2008-04-30 14:24:00,08/26,8175,197,Concrete,EPMB,14735
Malco,2008-04-30 14:24:00,05/23,1601,60,Turf or Grass,2PN1,14736
Malcolm Island,2008-04-30 14:24:00,18/36,4627,50,Dry lakebed or Beach,CJS2,14737
MALCOLM MCKINNON,2008-04-30 14:24:00,04/22,5806,100,Asphalt,KSSI,14738
Malden Gliders,2008-04-30 14:24:00,19/01,4405,110,Turf or Grass,EHMD,14739
MALDEN MUNI,2008-04-30 14:24:00,18/36,5020,100,Asphalt,KMAW,14740
MALDEN MUNI,2008-04-30 14:24:00,13/31,4998,80,Asphalt,KMAW,14741
Malekolon,2008-04-30 14:24:00,33/15,3052,100,Turf or Grass,MKN,14742
MALELANE,2008-04-30 14:24:00,09/27,4075,66,Asphalt,FAMN,14743
Mali Losinj,2008-04-30 14:24:00,20/02,2954,100,Concrete,LDLO,14744
Mali/Alor (DGAC),2008-04-30 14:24:00,03/21,4602,90,Asphalt,WRKT,14745
Malickson,2008-04-30 14:24:00,05/23,1801,100,Turf or Grass,07PA,14746
Malikus Saleh,2008-04-30 14:24:00,06/24,6072,98,Asphalt,WITM,14747
Malinchak Private.,2008-04-30 14:24:00,36/18,2001,100,Turf or Grass,9PN8,14748
MALITA,2008-04-30 14:24:00,17/35,3952,98,Concrete,RP17,14749
Mallacoota,2008-04-30 14:24:00,36/18,3374,98,Asphalt,YMCO,14750
MALLAM AMINU INTL,2008-04-30 14:24:00,06/24,10833,197,Asphalt,DNKN,14751
Maloelap Atoll,2008-04-30 14:24:00,04/22,3502,150,Turf or Grass,3N1,14752
Malone,2008-04-30 14:24:00,03/21,1801,60,Turf or Grass,NJ61,14753
MALONE DUFORT,2008-04-30 14:24:00,05/23,3979,100,Asphalt,KMAL,14754
Malone M-Bar Ranch,2008-04-30 14:24:00,13/31,2642,150,Turf or Grass,4NE8,14755
Malta,2008-04-30 14:24:00,07/25,3602,75,Asphalt,KMLK,14756
Mamou Municipal,2008-04-30 14:24:00,18/36,3002,70,Asphalt,LA25,14757
Mamuju/Tampa Padang (DGAC),2008-04-30 14:24:00,05/23,2301,75,Gravel,WAAJ,14758
MAN,2008-04-30 14:24:00,04/22,6737,98,Concrete,DIMN,14759
Manado Sam Ratulangi,2008-04-30 14:24:00,18/36,8740,148,Asphalt,WAMM,14760
MANANJARY,2008-04-30 14:24:00,04/22,4901,98,Asphalt,FMSM,14761
MANANTALI BENGASSI,2008-04-30 14:24:00,09/27,4940,98,Gravel,GA46,14762
Manapouri,2008-04-30 14:24:00,08/26,3531,98,Asphalt,NZMO,14763
MANAS,2008-04-30 14:24:00,08/26,13750,180,Concrete,UAFM,14764
Manassas Rgnl Harry P Davis Fld,2008-04-30 14:24:00,16R/34L,3705,100,Asphalt,KHEF,14765
Mancelona Municipal,2008-04-30 14:24:00,18/36,3402,140,Turf or Grass,D90,14766
MANCHESTER,2008-04-30 14:24:00,06/24,6845,150,Asphalt,KMHT,14767
MANDAN MUNI,2008-04-30 14:24:00,04/22,2863,120,Turf or Grass,Y19,14768
Mandelieu,2008-04-30 14:24:00,17/35,5285,148,Concrete,LFMD,14769
Mandeville,2008-04-30 14:24:00,27/09,3236,200,Asphalt,NZVL,14770
Mandinga,2008-04-30 14:24:00,09/27,3982,57,Concrete,SKCD,14771
MANGALORE,2008-04-30 14:24:00,09/27,5296,150,Asphalt,VOML,14772
Mangalore,2008-04-30 14:24:00,18/36,4799,98,Asphalt,VOML,14773
MANGKAJANG,2008-04-30 14:24:00,07/25,5690,145,Concrete,WALX,14774
MANGLA,2008-04-30 14:24:00,14/32,5005,100,Asphalt,OPMA,14775
Manguri,2008-04-30 14:24:00,28/10,5203,150,Dirt,YMAI,14776
MANHATTAN RGNL,2008-04-30 14:24:00,13/31,3800,100,Asphalt,KMHK,14777
MANI,2008-04-30 14:24:00,04/22,3943,75,Asphalt,SK52,14778
MANICORE,2008-04-30 14:24:00,05/23,4208,98,Asphalt,SBMY,14779
MANIHI,2008-04-30 14:24:00,05/23,3054,98,Asphalt,NTGI,14780
MANILA,2008-04-30 14:24:00,07/25,5287,60,Asphalt,40U,14781
Manille Ninoy Aquino Intl,2008-04-30 14:24:00,06/24,12264,197,Concrete,RPLL,14782
Manille Ninoy Aquino Intl,2008-04-30 14:24:00,13/31,7421,148,Concrete,RPLL,14783
MANISTEE CO BLACKER,2008-04-30 14:24:00,18/36,2722,75,Asphalt,KMBL,14784
Manito Mitchell,2008-04-30 14:24:00,04/22,2786,40,Asphalt,C45,14785
MANITOULIN EAST MUNI,2008-04-30 14:24:00,02/20,3517,100,Asphalt,CYEM,14786
MANITOWISH WATERS,2008-04-30 14:24:00,14/32,3495,60,Asphalt,D25,14787
Manitowoc Co,2008-04-30 14:24:00,17/35,5005,100,Asphalt,KMTW,14788
Manitowoc Co,2008-04-30 14:24:00,07/25,3334,100,Asphalt,KMTW,14789
Manjimup,2008-04-30 14:24:00,12/30,4013,50,Asphalt,YMJM,14790
MANKATO,2008-04-30 14:24:00,17/35,3545,50,Asphalt,KTKO,14791
Mankato Farmstrip,2008-04-30 14:24:00,36/18,2301,50,Turf or Grass,6MN7,14792
MANKATO RGNL,2008-04-30 14:24:00,04/22,3994,75,Asphalt,KMKT,14793
Mankomen Lake,2008-04-30 14:24:00,04/22,2301,40,Gravel,4AK5,14794
Manley Hot Springs,2008-04-30 14:24:00,02/20,2876,40,Gravel,MLY,14795
Mannheim City,2008-04-30 14:24:00,09L/27R,2289,98,Turf or Grass,EDFM,14796
Manning Field,2008-04-30 14:24:00,07/25,3602,100,Turf or Grass,6F7,14797
Manning Field,2008-04-30 14:24:00,02/20,1845,100,Turf or Grass,6F7,14798
Manning Municipal,2008-04-30 14:24:00,17/35,1437,120,Turf or Grass,1Y0,14799
Manning Personal Airstrip,2008-04-30 14:24:00,36/18,2201,200,Turf or Grass,VT10,14800
Manoel Ribas,2008-04-30 14:24:00,17/35,4337,95,Asphalt,SBMR,14801
MANOKOTAK,2008-04-30 14:24:00,01/19,2714,60,Gravel,PMBA,14802
Mansfield Lahm Rgnl,2008-04-30 14:24:00,05/23,6790,150,Asphalt,KMFD,14803
MANSTON,2008-04-30 14:24:00,10/28,8999,200,Asphalt,EGMH,14804
MANSTON,2008-04-30 14:24:00,16/34,4947,100,Asphalt,EGMH,14805
Mantes Cherence,2008-04-30 14:24:00,31/13,2954,328,Turf or Grass,LFFC,14806
MANTI EPHRAIM,2008-04-30 14:24:00,03/21,4581,75,Asphalt,41U,14807
Mantova,2008-04-30 14:24:00,04/22,2828,164,Turf or Grass,LIDM,14808
Lockmiller & Sons,2008-04-30 14:24:00,04/22,2502,30,Turf or Grass,59E,14809
LOGAN CO,2008-04-30 14:24:00,06/24,3596,75,Asphalt,KAAA,14810
Lohrs Landing,2008-04-30 14:24:00,03/21,1401,100,Turf or Grass,PN47,14811
Lone Star Executive,2008-04-30 14:24:00,14/32,6008,150,Asphalt,KCXO,14812
Long Apari (Sumber Mas),2008-04-30 14:24:00,04/22,1301,59,Turf or Grass,WZ72,14813
Long Island Mac Arthur,2008-04-30 14:24:00,10/28,5021,150,Asphalt,KISP,14814
LONGJIA,2008-04-30 14:24:00,06/24,10481,148,Concrete,ZYCC,14815
Longview,2008-04-30 14:24:00,09/27,2201,70,Turf or Grass,IL96,14816
Lop Buri Khok Kathiam,2008-04-30 14:24:00,05/23,4442,148,Concrete,VTBL,14817
LOS ANDES,2008-04-30 14:24:00,01/19,3347,70,Asphalt,SVAX,14818
Los Ebanos Ranch,2008-04-30 14:24:00,18/36,2001,100,Turf or Grass,6TA9,14819
LOSSIEMOUTH,2008-04-30 14:24:00,10/28,6047,150,Asphalt,EGQS,14820
Lost Creek Farms,2008-04-30 14:24:00,09/27,2301,90,Turf or Grass,9GA2,14821
Lost River Resort,2008-04-30 14:24:00,11/29,3152,85,Turf or Grass,WA36,14822
Louisville Intl Standiford Fld,2008-04-30 14:24:00,17L/35R,8591,150,Concrete,KSDF,14823
LOUISVILLE WINSTON CO,2008-04-30 14:24:00,17/35,4526,75,Asphalt,KLMS,14824
Love County,2008-04-30 14:24:00,17/35,3252,35,Turf or Grass,OK31,14825
Lowe Strip,2008-04-30 14:24:00,08/26,3802,1000,Turf or Grass,87ND,14826
Lower Marlboro,2008-04-30 14:24:00,36/18,2702,50,Turf or Grass,MD49,14827
Loxton,2008-04-30 14:24:00,26/08,4365,100,Gravel,YLOX,14828
LUBBOCK PRESTON SMITH INTL,2008-04-30 14:24:00,08/26,7982,150,Concrete,KLBB,14829
Lucchetti Ranch,2008-04-30 14:24:00,11/29,3002,40,Dirt,7Q4,14830
